country_isocode	taxonid	scientific_name	category
GA	10734	Hypsignathus monstrosus	LC
GA	10977	Kerivoula lanosa	LC
GA	10984	Kerivoula phalaena	LC
GA	11378	Lavia frons	LC
GA	84462869	Megaloglossus woermanni	LC
GA	13402	Micropteropus pusillus	LC
GA	13556	Mimetillus moloneyi	LC
GA	13565	Miniopterus inflatus	LC
GA	13837	Mops brachypterus	LC
GA	13843	Mops nanulus	LC
GA	13849	Mops thersites	LC
GA	84463104	Myonycteris torquata	LC
GA	14103	Myopterus whitleyi	LC
GA	14148	Myotis bocagii	LC
GA	44917	Neoromicia brunnea	NT
GA	44918	Neoromicia capensis	LC
GA	44923	Neoromicia nana	LC
GA	44926	Neoromicia tenuipinnis	LC
GA	14926	Nycteris arge	LC
GA	14929	Nycteris grandis	LC
GA	14930	Nycteris hispida	LC
GA	14931	Nycteris intermedia	LC
GA	14933	Nycteris macrotis	LC
GA	14935	Nycteris nana	LC
GA	44853	Pipistrellus crassulus	LC
GA	44855	Pipistrellus musciculus	DD
GA	17353	Pipistrellus nanulus	LC
GA	19541	Rhinolophus fumigatus	LC
GA	19546	Rhinolophus landeri	LC
GA	19567	Rhinolophus silvestris	DD
GA	29730	Rousettus aegyptiacus	LC
GA	19801	Saccolaimus peli	LC
GA	84464403	Scotonycteris zenkeri	LC
GA	21460	Taphozous mauritianus	LC
GM	80221529	Asellia tridens	LC
GM	67362271	Chaerephon pumilus	LC
GM	7084	Eidolon helvum	NT
GM	7903	Epomophorus gambianus	LC
GM	44800	Glauconycteris variegata	LC
GM	10115	Hipposideros caffer	LC
GM	10126	Hipposideros cyclops	LC
GM	44687	Hipposideros gigas	LC
GM	10157	Hipposideros ruber	LC
GM	11378	Lavia frons	LC
GM	44698	Lissonycteris angolensis	LC
GM	13402	Micropteropus pusillus	LC
GM	13838	Mops condylurus	LC
GM	13841	Mops midas	LC
GM	44920	Neoromicia guineensis	LC
GM	44923	Neoromicia nana	LC
GM	44924	Neoromicia rendalli	LC
GM	44926	Neoromicia tenuipinnis	LC
GM	14928	Nycteris gambiensis	LC
GM	14929	Nycteris grandis	LC
GM	14930	Nycteris hispida	LC
GM	14933	Nycteris macrotis	LC
GM	14936	Nycteris thebaica	LC
GM	17362	Pipistrellus rusticus	LC
GM	19541	Rhinolophus fumigatus	LC
GM	19546	Rhinolophus landeri	LC
GM	29730	Rousettus aegyptiacus	LC
GM	20054	Scotoecus albofuscus	DD
GM	20055	Scotoecus hirundo	LC
GM	20066	Scotophilus dinganii	LC
GM	20069	Scotophilus leucogaster	LC
GM	20073	Scotophilus viridis	LC
GM	21460	Taphozous mauritianus	LC
GM	21463	Taphozous perforatus	LC
GH	4305	Chaerephon aloysiisabaudiae	LC
GH	4306	Chaerephon ansorgei	LC
GH	4310	Chaerephon chapini	LC
GH	4314	Chaerephon major	LC
GH	4315	Chaerephon nigeriae	LC
GH	67362271	Chaerephon pumilus	LC
GH	4319	Chaerephon russatus	DD
GH	5113	Coleura afra	LC
GH	7084	Eidolon helvum	NT
GH	7903	Epomophorus gambianus	LC
GH	7907	Epomops buettikoferi	LC
GH	7909	Epomops franqueti	LC
GH	44791	Glauconycteris beatrix	LC
GH	44798	Glauconycteris poensis	LC
GH	44799	Glauconycteris superba	LC
GH	44800	Glauconycteris variegata	LC
GH	10109	Hipposideros abae	LC
GH	10112	Hipposideros beatus	LC
GH	10115	Hipposideros caffer	LC
GH	10126	Hipposideros cyclops	LC
GH	10134	Hipposideros fuliginosus	LC
GH	44687	Hipposideros gigas	LC
GH	10140	Hipposideros jonesi	NT
GH	10157	Hipposideros ruber	LC
GH	10734	Hypsignathus monstrosus	LC
GH	10977	Kerivoula lanosa	LC
GH	10984	Kerivoula phalaena	LC
GH	11378	Lavia frons	LC
GH	44698	Lissonycteris angolensis	LC
GH	84459322	Megaloglossus azagnyi	LC
GH	84462869	Megaloglossus woermanni	LC
GH	13402	Micropteropus pusillus	LC
GH	13556	Mimetillus moloneyi	LC
GH	13837	Mops brachypterus	LC
GH	13838	Mops condylurus	LC
GH	13840	Mops demonstrator	LC
GH	13841	Mops midas	LC
GH	13843	Mops nanulus	LC
GH	13846	Mops petersoni	NT
GH	13848	Mops spurrelli	LC
GH	13849	Mops thersites	LC
GH	13850	Mops trevori	DD
GH	84463728	Myonycteris leptodon	LC
GH	14103	Myopterus whitleyi	LC
GH	14148	Myotis bocagii	LC
GH	14333	Nanonycteris veldkampii	LC
GH	44917	Neoromicia brunnea	NT
GH	44918	Neoromicia capensis	LC
GH	44920	Neoromicia guineensis	LC
GH	44923	Neoromicia nana	LC
GH	44924	Neoromicia rendalli	LC
GH	44925	Neoromicia somalica	LC
GH	44926	Neoromicia tenuipinnis	LC
GH	14926	Nycteris arge	LC
GH	14928	Nycteris gambiensis	LC
GH	14929	Nycteris grandis	LC
GH	14930	Nycteris hispida	LC
GH	14931	Nycteris intermedia	LC
GH	14933	Nycteris macrotis	LC
GH	14935	Nycteris nana	LC
GH	14936	Nycteris thebaica	LC
GH	41533	Nycticeinops schlieffeni	LC
GH	15648	Otomops martiensseni	NT
GH	17343	Pipistrellus inexspectatus	DD
GH	44855	Pipistrellus musciculus	DD
GH	17353	Pipistrellus nanulus	LC
GH	17362	Pipistrellus rusticus	LC
GH	19523	Rhinolophus alcyone	LC
GH	19538	Rhinolophus denti	LC
GH	19541	Rhinolophus fumigatus	LC
GH	19546	Rhinolophus landeri	LC
GH	19600	Rhinopoma microphyllum	LC
GH	29730	Rousettus aegyptiacus	LC
GH	19801	Saccolaimus peli	LC
GH	20054	Scotoecus albofuscus	DD
GH	20055	Scotoecus hirundo	LC
GH	20059	Scotonycteris ophiodon	NT
GH	84464403	Scotonycteris zenkeri	LC
GH	20066	Scotophilus dinganii	LC
GH	20069	Scotophilus leucogaster	LC
GH	84466826	Scotophilus livingstonii	LC
GH	20070	Scotophilus nigrita	LC
GH	44934	Scotophilus nucella	DD
GH	20071	Scotophilus nux	LC
GH	20073	Scotophilus viridis	LC
GH	21460	Taphozous mauritianus	LC
GH	21462	Taphozous nudiventris	LC
GH	21463	Taphozous perforatus	LC
SO	80221456	Asellia italosomalica	DD
SO	80221529	Asellia tridens	LC
SO	3859	Cardioderma cor	LC
SO	67362271	Chaerephon pumilus	LC
SO	5113	Coleura afra	LC
SO	7905	Epomophorus minimus	LC
SO	84458822	Epomophorus minor	LC
SO	7906	Epomophorus wahlbergi	LC
SO	44800	Glauconycteris variegata	LC
SO	10115	Hipposideros caffer	LC
SO	135485	Hipposideros vittatus	NT
SO	11378	Lavia frons	LC
SO	13838	Mops condylurus	LC
SO	44918	Neoromicia capensis	LC
SO	44919	Neoromicia flavescens	DD
SO	44921	Neoromicia helios	DD
SO	44923	Neoromicia nana	LC
SO	44924	Neoromicia rendalli	LC
SO	44925	Neoromicia somalica	LC
SO	14927	Nycteris aurita	LC
SO	14930	Nycteris hispida	LC
SO	14933	Nycteris macrotis	LC
SO	44695	Nycteris parisii	DD
SO	14936	Nycteris thebaica	LC
SO	41533	Nycticeinops schlieffeni	LC
SO	85736277	Pipistrellus grandidieri	DD
SO	17361	Pipistrellus rueppellii	LC
SO	19515	Rhinolophus blasii	LC
SO	19531	Rhinolophus clivosus	LC
SO	19539	Rhinolophus eloquens	LC
SO	19546	Rhinolophus landeri	LC
SO	82345555	Rhinopoma cystops	LC
SO	82345477	Rhinopoma hardwickii	LC
SO	19601	Rhinopoma macinnesi	DD
SO	20066	Scotophilus dinganii	LC
SO	21455	Taphozous hamiltoni	DD
SO	21460	Taphozous mauritianus	LC
SO	21462	Taphozous nudiventris	LC
SO	21463	Taphozous perforatus	LC
SO	81081036	Triaenops afer	LC
SO	81069403	Triaenops persicus	LC
SD	80221529	Asellia tridens	LC
SD	3859	Cardioderma cor	LC
SD	4305	Chaerephon aloysiisabaudiae	LC
SD	4306	Chaerephon ansorgei	LC
SD	4307	Chaerephon bemmeleni	LC
SD	4308	Chaerephon bivittatus	LC
SD	4314	Chaerephon major	LC
SD	67362271	Chaerephon pumilus	LC
SD	5113	Coleura afra	LC
SD	7084	Eidolon helvum	NT
SD	7903	Epomophorus gambianus	LC
SD	84457881	Epomophorus labiatus	LC
SD	7909	Epomops franqueti	LC
SD	7926	Eptesicus floweri	LC
SD	44800	Glauconycteris variegata	LC
SD	10109	Hipposideros abae	LC
SD	10112	Hipposideros beatus	LC
SD	10115	Hipposideros caffer	LC
SD	10126	Hipposideros cyclops	LC
SD	10157	Hipposideros ruber	LC
SD	10734	Hypsignathus monstrosus	LC
SD	11378	Lavia frons	LC
SD	44698	Lissonycteris angolensis	LC
SD	13402	Micropteropus pusillus	LC
SD	13556	Mimetillus moloneyi	LC
SD	13838	Mops condylurus	LC
SD	13840	Mops demonstrator	LC
SD	13841	Mops midas	LC
SD	13850	Mops trevori	DD
SD	14211	Myotis welwitschii	LC
SD	44918	Neoromicia capensis	LC
SD	44920	Neoromicia guineensis	LC
SD	44923	Neoromicia nana	LC
SD	44924	Neoromicia rendalli	LC
SD	44925	Neoromicia somalica	LC
SD	44927	Neoromicia zuluensis	LC
SD	14927	Nycteris aurita	LC
SD	14930	Nycteris hispida	LC
SD	14933	Nycteris macrotis	LC
SD	14935	Nycteris nana	LC
SD	14936	Nycteris thebaica	LC
SD	41533	Nycticeinops schlieffeni	LC
SD	85294528	Otonycteris hemprichii	LC
SD	44852	Pipistrellus ariel	DD
SD	17361	Pipistrellus rueppellii	LC
SD	17362	Pipistrellus rusticus	LC
SD	44931	Plecotus christii	DD
SD	19531	Rhinolophus clivosus	LC
SD	19541	Rhinolophus fumigatus	LC
SD	64586080	Rhinolophus hildebrandtii	LC
SD	19518	Rhinolophus hipposideros	LC
SD	19546	Rhinolophus landeri	LC
SD	82345555	Rhinopoma cystops	LC
SD	82345477	Rhinopoma hardwickii	LC
SD	19600	Rhinopoma microphyllum	LC
SD	29730	Rousettus aegyptiacus	LC
SD	20054	Scotoecus albofuscus	DD
SD	20055	Scotoecus hirundo	LC
SD	20066	Scotophilus dinganii	LC
SD	20069	Scotophilus leucogaster	LC
SD	20070	Scotophilus nigrita	LC
SD	20073	Scotophilus viridis	LC
SD	21312	Tadarida aegyptiaca	LC
SD	21318	Tadarida ventralis	DD
SD	21455	Taphozous hamiltoni	DD
SD	21460	Taphozous mauritianus	LC
SD	21462	Taphozous nudiventris	LC
SD	21463	Taphozous perforatus	LC
TZ	3859	Cardioderma cor	LC
TZ	4306	Chaerephon ansorgei	LC
TZ	4307	Chaerephon bemmeleni	LC
TZ	4308	Chaerephon bivittatus	LC
TZ	4310	Chaerephon chapini	LC
TZ	4314	Chaerephon major	LC
TZ	4315	Chaerephon nigeriae	LC
TZ	67362271	Chaerephon pumilus	LC
TZ	4983	Cloeotis percivali	LC
TZ	5113	Coleura afra	LC
TZ	7084	Eidolon helvum	NT
TZ	44697	Epomophorus crypturus	LC
TZ	84457881	Epomophorus labiatus	LC
TZ	7905	Epomophorus minimus	LC
TZ	84458822	Epomophorus minor	LC
TZ	7906	Epomophorus wahlbergi	LC
TZ	7908	Epomops dobsonii	LC
TZ	7909	Epomops franqueti	LC
TZ	44790	Glauconycteris argentata	LC
TZ	44800	Glauconycteris variegata	LC
TZ	10115	Hipposideros caffer	LC
TZ	10126	Hipposideros cyclops	LC
TZ	44687	Hipposideros gigas	LC
TZ	10157	Hipposideros ruber	LC
TZ	135485	Hipposideros vittatus	NT
TZ	10966	Kerivoula africana	EN
TZ	10969	Kerivoula argentata	LC
TZ	10977	Kerivoula lanosa	LC
TZ	11136	Laephotis botswanae	LC
TZ	11138	Laephotis wintoni	LC
TZ	11378	Lavia frons	LC
TZ	44698	Lissonycteris angolensis	LC
TZ	13402	Micropteropus pusillus	LC
TZ	13556	Mimetillus moloneyi	LC
TZ	13563	Miniopterus fraterculus	LC
TZ	13565	Miniopterus inflatus	LC
TZ	13568	Miniopterus minor	DD
TZ	44862	Miniopterus natalensis	LC
TZ	67363010	Mops bakarii	DD
TZ	13837	Mops brachypterus	LC
TZ	13838	Mops condylurus	LC
TZ	13841	Mops midas	LC
TZ	13845	Mops niveiventer	LC
TZ	14098	Myonycteris relicta	LC
TZ	14148	Myotis bocagii	LC
TZ	14207	Myotis tricolor	LC
TZ	14211	Myotis welwitschii	LC
TZ	44918	Neoromicia capensis	LC
TZ	44921	Neoromicia helios	DD
TZ	44922	Neoromicia melckorum	DD
TZ	44923	Neoromicia nana	LC
TZ	44924	Neoromicia rendalli	LC
TZ	44925	Neoromicia somalica	LC
TZ	44926	Neoromicia tenuipinnis	LC
TZ	14926	Nycteris arge	LC
TZ	14927	Nycteris aurita	LC
TZ	14929	Nycteris grandis	LC
TZ	14930	Nycteris hispida	LC
TZ	14931	Nycteris intermedia	LC
TZ	14933	Nycteris macrotis	LC
TZ	14936	Nycteris thebaica	LC
TZ	41533	Nycticeinops schlieffeni	LC
TZ	15648	Otomops martiensseni	NT
TZ	85736277	Pipistrellus grandidieri	DD
TZ	136741	Pipistrellus hesperidus	LC
TZ	17358	Pipistrellus permixtus	DD
TZ	17361	Pipistrellus rueppellii	LC
TZ	17362	Pipistrellus rusticus	LC
TZ	18759	Pteropus seychellensis	LC
TZ	18768	Pteropus voeltzkowi	VU
TZ	19515	Rhinolophus blasii	LC
TZ	19531	Rhinolophus clivosus	LC
TZ	67369483	Rhinolophus darlingi	LC
TZ	19537	Rhinolophus deckenii	NT
TZ	19539	Rhinolophus eloquens	LC
TZ	19541	Rhinolophus fumigatus	LC
TZ	64586080	Rhinolophus hildebrandtii	LC
TZ	19546	Rhinolophus landeri	LC
TZ	44783	Rhinolophus maendeleo	DD
TZ	19568	Rhinolophus simulator	LC
TZ	19572	Rhinolophus swinnyi	LC
TZ	29730	Rousettus aegyptiacus	LC
TZ	19758	Rousettus lanosus	LC
TZ	20054	Scotoecus albofuscus	DD
TZ	20055	Scotoecus hirundo	LC
TZ	20066	Scotophilus dinganii	LC
TZ	20070	Scotophilus nigrita	LC
TZ	44934	Scotophilus nucella	DD
TZ	20073	Scotophilus viridis	LC
TZ	21312	Tadarida aegyptiaca	LC
TZ	21316	Tadarida fulminans	LC
TZ	21318	Tadarida ventralis	DD
TZ	21455	Taphozous hamiltoni	DD
TZ	21456	Taphozous hildegardeae	VU
TZ	21460	Taphozous mauritianus	LC
TZ	21462	Taphozous nudiventris	LC
TZ	21463	Taphozous perforatus	LC
TZ	81081036	Triaenops afer	LC
TZ	81069403	Triaenops persicus	LC
TG	4306	Chaerephon ansorgei	LC
TG	4314	Chaerephon major	LC
TG	67362271	Chaerephon pumilus	LC
TG	5113	Coleura afra	LC
TG	7084	Eidolon helvum	NT
TG	7903	Epomophorus gambianus	LC
TG	7909	Epomops franqueti	LC
TG	44798	Glauconycteris poensis	LC
TG	44800	Glauconycteris variegata	LC
TG	10109	Hipposideros abae	LC
TG	10112	Hipposideros beatus	LC
TG	10115	Hipposideros caffer	LC
TG	10126	Hipposideros cyclops	LC
TG	44687	Hipposideros gigas	LC
TG	10157	Hipposideros ruber	LC
TG	10734	Hypsignathus monstrosus	LC
TG	10977	Kerivoula lanosa	LC
TG	11378	Lavia frons	LC
TG	44698	Lissonycteris angolensis	LC
TG	84459322	Megaloglossus azagnyi	LC
TG	84462869	Megaloglossus woermanni	LC
TG	13402	Micropteropus pusillus	LC
TG	13556	Mimetillus moloneyi	LC
TG	13837	Mops brachypterus	LC
TG	13838	Mops condylurus	LC
TG	13840	Mops demonstrator	LC
TG	13841	Mops midas	LC
TG	13848	Mops spurrelli	LC
TG	84463728	Myonycteris leptodon	LC
TG	14148	Myotis bocagii	LC
TG	14333	Nanonycteris veldkampii	LC
TG	44918	Neoromicia capensis	LC
TG	44920	Neoromicia guineensis	LC
TG	44923	Neoromicia nana	LC
TG	44924	Neoromicia rendalli	LC
TG	44925	Neoromicia somalica	LC
TG	44926	Neoromicia tenuipinnis	LC
TG	14926	Nycteris arge	LC
TG	14928	Nycteris gambiensis	LC
TG	14929	Nycteris grandis	LC
TG	14930	Nycteris hispida	LC
TG	14933	Nycteris macrotis	LC
TG	14935	Nycteris nana	LC
TG	14936	Nycteris thebaica	LC
TG	41533	Nycticeinops schlieffeni	LC
TG	17362	Pipistrellus rusticus	LC
TG	19523	Rhinolophus alcyone	LC
TG	19541	Rhinolophus fumigatus	LC
TG	19546	Rhinolophus landeri	LC
TG	19600	Rhinopoma microphyllum	LC
TG	29730	Rousettus aegyptiacus	LC
TG	20066	Scotophilus dinganii	LC
TG	20069	Scotophilus leucogaster	LC
TG	20070	Scotophilus nigrita	LC
TG	20073	Scotophilus viridis	LC
TG	21460	Taphozous mauritianus	LC
TG	21462	Taphozous nudiventris	LC
TG	21463	Taphozous perforatus	LC
UG	3859	Cardioderma cor	LC
UG	3999	Casinycteris argynnis	LC
UG	4305	Chaerephon aloysiisabaudiae	LC
UG	4306	Chaerephon ansorgei	LC
UG	4307	Chaerephon bemmeleni	LC
UG	4308	Chaerephon bivittatus	LC
UG	4310	Chaerephon chapini	LC
UG	4314	Chaerephon major	LC
UG	67362271	Chaerephon pumilus	LC
UG	5113	Coleura afra	LC
UG	7084	Eidolon helvum	NT
UG	84457881	Epomophorus labiatus	LC
UG	7905	Epomophorus minimus	LC
UG	84458822	Epomophorus minor	LC
UG	7906	Epomophorus wahlbergi	LC
UG	7909	Epomops franqueti	LC
UG	44790	Glauconycteris argentata	LC
UG	44793	Glauconycteris egeria	DD
UG	44794	Glauconycteris gleni	DD
UG	44795	Glauconycteris humeralis	DD
UG	44800	Glauconycteris variegata	LC
UG	10109	Hipposideros abae	LC
UG	10115	Hipposideros caffer	LC
UG	10126	Hipposideros cyclops	LC
UG	10134	Hipposideros fuliginosus	LC
UG	10157	Hipposideros ruber	LC
UG	10734	Hypsignathus monstrosus	LC
UG	10977	Kerivoula lanosa	LC
UG	10984	Kerivoula phalaena	LC
UG	10986	Kerivoula smithii	LC
UG	11378	Lavia frons	LC
UG	44698	Lissonycteris angolensis	LC
UG	84462869	Megaloglossus woermanni	LC
UG	13402	Micropteropus pusillus	LC
UG	13556	Mimetillus moloneyi	LC
UG	13565	Miniopterus inflatus	LC
UG	13837	Mops brachypterus	LC
UG	13838	Mops condylurus	LC
UG	13839	Mops congicus	LC
UG	13840	Mops demonstrator	LC
UG	13841	Mops midas	LC
UG	13843	Mops nanulus	LC
UG	13849	Mops thersites	LC
UG	13850	Mops trevori	DD
UG	84463104	Myonycteris torquata	LC
UG	14103	Myopterus whitleyi	LC
UG	14148	Myotis bocagii	LC
UG	14207	Myotis tricolor	LC
UG	14211	Myotis welwitschii	LC
UG	44918	Neoromicia capensis	LC
UG	44919	Neoromicia flavescens	DD
UG	44920	Neoromicia guineensis	LC
UG	44921	Neoromicia helios	DD
UG	44923	Neoromicia nana	LC
UG	44924	Neoromicia rendalli	LC
UG	44925	Neoromicia somalica	LC
UG	44926	Neoromicia tenuipinnis	LC
UG	44927	Neoromicia zuluensis	LC
UG	14926	Nycteris arge	LC
UG	14927	Nycteris aurita	LC
UG	14930	Nycteris hispida	LC
UG	14933	Nycteris macrotis	LC
UG	14935	Nycteris nana	LC
UG	14936	Nycteris thebaica	LC
UG	41533	Nycticeinops schlieffeni	LC
UG	15648	Otomops martiensseni	NT
UG	44853	Pipistrellus crassulus	LC
UG	85736277	Pipistrellus grandidieri	DD
UG	136741	Pipistrellus hesperidus	LC
UG	17353	Pipistrellus nanulus	LC
UG	17361	Pipistrellus rueppellii	LC
UG	17362	Pipistrellus rusticus	LC
UG	19523	Rhinolophus alcyone	LC
UG	19531	Rhinolophus clivosus	LC
UG	19539	Rhinolophus eloquens	LC
UG	19541	Rhinolophus fumigatus	LC
UG	64586080	Rhinolophus hildebrandtii	LC
UG	19546	Rhinolophus landeri	LC
UG	44784	Rhinolophus ruwenzorii	VU
UG	19568	Rhinolophus simulator	LC
UG	19601	Rhinopoma macinnesi	DD
UG	29730	Rousettus aegyptiacus	LC
UG	19758	Rousettus lanosus	LC
UG	19801	Saccolaimus peli	LC
UG	20054	Scotoecus albofuscus	DD
UG	20055	Scotoecus hirundo	LC
UG	20066	Scotophilus dinganii	LC
UG	20069	Scotophilus leucogaster	LC
UG	20070	Scotophilus nigrita	LC
UG	44934	Scotophilus nucella	DD
UG	20071	Scotophilus nux	LC
UG	21316	Tadarida fulminans	LC
UG	21455	Taphozous hamiltoni	DD
UG	21460	Taphozous mauritianus	LC
UG	21463	Taphozous perforatus	LC
MZ	4308	Chaerephon bivittatus	LC
MZ	67362271	Chaerephon pumilus	LC
MZ	4983	Cloeotis percivali	LC
MZ	5113	Coleura afra	LC
MZ	7084	Eidolon helvum	NT
MZ	44697	Epomophorus crypturus	LC
MZ	84458822	Epomophorus minor	LC
MZ	7906	Epomophorus wahlbergi	LC
MZ	7908	Epomops dobsonii	LC
MZ	7931	Eptesicus hottentotus	LC
MZ	44800	Glauconycteris variegata	LC
MZ	10115	Hipposideros caffer	LC
MZ	10157	Hipposideros ruber	LC
MZ	135485	Hipposideros vittatus	NT
MZ	10969	Kerivoula argentata	LC
MZ	10977	Kerivoula lanosa	LC
MZ	44698	Lissonycteris angolensis	LC
MZ	13556	Mimetillus moloneyi	LC
MZ	13563	Miniopterus fraterculus	LC
MZ	13565	Miniopterus inflatus	LC
MZ	44862	Miniopterus natalensis	LC
MZ	13837	Mops brachypterus	LC
MZ	13838	Mops condylurus	LC
MZ	13841	Mops midas	LC
MZ	13845	Mops niveiventer	LC
MZ	14098	Myonycteris relicta	LC
MZ	14148	Myotis bocagii	LC
MZ	14207	Myotis tricolor	LC
MZ	14211	Myotis welwitschii	LC
MZ	44918	Neoromicia capensis	LC
MZ	44919	Neoromicia flavescens	DD
MZ	44922	Neoromicia melckorum	DD
MZ	44923	Neoromicia nana	LC
MZ	44924	Neoromicia rendalli	LC
MZ	44927	Neoromicia zuluensis	LC
MZ	14929	Nycteris grandis	LC
MZ	14930	Nycteris hispida	LC
MZ	14933	Nycteris macrotis	LC
MZ	14936	Nycteris thebaica	LC
MZ	44696	Nycteris vinsoni	DD
MZ	14939	Nycteris woodi	LC
MZ	41533	Nycticeinops schlieffeni	LC
MZ	136741	Pipistrellus hesperidus	LC
MZ	17361	Pipistrellus rueppellii	LC
MZ	17362	Pipistrellus rusticus	LC
MZ	19515	Rhinolophus blasii	LC
MZ	19531	Rhinolophus clivosus	LC
MZ	67369483	Rhinolophus darlingi	LC
MZ	19541	Rhinolophus fumigatus	LC
MZ	64586080	Rhinolophus hildebrandtii	LC
MZ	19546	Rhinolophus landeri	LC
MZ	64588047	Rhinolophus mabuensis	EN
MZ	64589126	Rhinolophus mossambicus	LC
MZ	19568	Rhinolophus simulator	LC
MZ	19572	Rhinolophus swinnyi	LC
MZ	29730	Rousettus aegyptiacus	LC
MZ	44693	Sauromys petrophilus	LC
MZ	20054	Scotoecus albofuscus	DD
MZ	20055	Scotoecus hirundo	LC
MZ	20066	Scotophilus dinganii	LC
MZ	20069	Scotophilus leucogaster	LC
MZ	20070	Scotophilus nigrita	LC
MZ	20073	Scotophilus viridis	LC
MZ	21316	Tadarida fulminans	LC
MZ	21318	Tadarida ventralis	DD
MZ	21460	Taphozous mauritianus	LC
MZ	81081036	Triaenops afer	LC
MZ	81069403	Triaenops persicus	LC
NE	80221529	Asellia tridens	LC
NE	4314	Chaerephon major	LC
NE	67362271	Chaerephon pumilus	LC
NE	7084	Eidolon helvum	NT
NE	7903	Epomophorus gambianus	LC
NE	10115	Hipposideros caffer	LC
NE	10157	Hipposideros ruber	LC
NE	11378	Lavia frons	LC
NE	13402	Micropteropus pusillus	LC
NE	13838	Mops condylurus	LC
NE	13841	Mops midas	LC
NE	44923	Neoromicia nana	LC
NE	44924	Neoromicia rendalli	LC
NE	14928	Nycteris gambiensis	LC
NE	14930	Nycteris hispida	LC
NE	14933	Nycteris macrotis	LC
NE	14936	Nycteris thebaica	LC
NE	41533	Nycticeinops schlieffeni	LC
NE	85294528	Otonycteris hemprichii	LC
NE	19541	Rhinolophus fumigatus	LC
NE	19546	Rhinolophus landeri	LC
NE	82345555	Rhinopoma cystops	LC
NE	82345477	Rhinopoma hardwickii	LC
NE	19600	Rhinopoma microphyllum	LC
NE	20069	Scotophilus leucogaster	LC
NE	20073	Scotophilus viridis	LC
NE	21462	Taphozous nudiventris	LC
NE	21463	Taphozous perforatus	LC
NG	84455300	Casinycteris campomaanensis	DD
NG	4306	Chaerephon ansorgei	LC
NG	4314	Chaerephon major	LC
NG	4315	Chaerephon nigeriae	LC
NG	67362271	Chaerephon pumilus	LC
NG	5113	Coleura afra	LC
NG	7084	Eidolon helvum	NT
NG	7903	Epomophorus gambianus	LC
NG	84457881	Epomophorus labiatus	LC
NG	7907	Epomops buettikoferi	LC
NG	7909	Epomops franqueti	LC
NG	7937	Eptesicus platyops	DD
NG	44791	Glauconycteris beatrix	LC
NG	44798	Glauconycteris poensis	LC
NG	44800	Glauconycteris variegata	LC
NG	10109	Hipposideros abae	LC
NG	10112	Hipposideros beatus	LC
NG	10115	Hipposideros caffer	LC
NG	10126	Hipposideros cyclops	LC
NG	10134	Hipposideros fuliginosus	LC
NG	44687	Hipposideros gigas	LC
NG	10140	Hipposideros jonesi	NT
NG	10157	Hipposideros ruber	LC
NG	135485	Hipposideros vittatus	NT
NG	10734	Hypsignathus monstrosus	LC
NG	10977	Kerivoula lanosa	LC
NG	10986	Kerivoula smithii	LC
NG	11378	Lavia frons	LC
NG	44698	Lissonycteris angolensis	LC
NG	13402	Micropteropus pusillus	LC
NG	13556	Mimetillus moloneyi	LC
NG	81633057	Miniopterus schreibersii	NT
NG	13837	Mops brachypterus	LC
NG	13838	Mops condylurus	LC
NG	13840	Mops demonstrator	LC
NG	13841	Mops midas	LC
NG	13843	Mops nanulus	LC
NG	13849	Mops thersites	LC
NG	13850	Mops trevori	DD
NG	14103	Myopterus whitleyi	LC
NG	14148	Myotis bocagii	LC
NG	14182	Myotis morrisi	DD
NG	14333	Nanonycteris veldkampii	LC
NG	44917	Neoromicia brunnea	NT
NG	44918	Neoromicia capensis	LC
NG	44920	Neoromicia guineensis	LC
