country_isocode	taxonid	scientific_name	category
ID	10147	Hipposideros madurae	LC
ID	10148	Hipposideros maggietaylorae	LC
ID	10151	Hipposideros muscinus	LC
ID	136192	Hipposideros orbiculus	VU
ID	10107	Hipposideros papua	LC
ID	136600	Hipposideros pelingensis	NT
ID	10161	Hipposideros sorenseni	VU
ID	10164	Hipposideros sumbae	LC
ID	10166	Hipposideros wollastoni	LC
ID	17346	Hypsugo kitcheneri	DD
ID	17349	Hypsugo macrotis	DD
ID	44195	Hypsugo vordermanni	DD
ID	10973	Kerivoula flora	VU
ID	10974	Kerivoula hardwickii	LC
ID	10975	Kerivoula intermedia	NT
ID	136428	Kerivoula lenis	LC
ID	10978	Kerivoula minuta	NT
ID	10981	Kerivoula papillosa	LC
ID	10983	Kerivoula pellucida	NT
ID	10985	Kerivoula picta	LC
ID	10987	Kerivoula whiteheadi	LC
ID	12594	Macroglossus minimus	LC
ID	12595	Macroglossus sobrinus	LC
ID	12939	Megaderma spasma	LC
ID	12946	Megaerops ecaudatus	LC
ID	12945	Megaerops kusnotoi	VU
ID	12948	Megaerops wetmorei	VU
ID	13562	Miniopterus australis	LC
ID	136579	Miniopterus macrocneme	LC
ID	13566	Miniopterus magnater	LC
ID	13567	Miniopterus medius	LC
ID	136233	Miniopterus paululus	DD
ID	13569	Miniopterus pusillus	LC
ID	136827	Miniopterus shortridgei	DD
ID	13571	Miniopterus tristis	LC
ID	13842	Mops mops	NT
ID	13847	Mops sarasinorum	DD
ID	13880	Mormopterus beccarii	LC
ID	13881	Mormopterus doriae	DD
ID	13888	Mormopterus planiceps	LC
ID	13904	Mosia nigrescens	LC
ID	13936	Murina aenea	VU
ID	13939	Murina florium	LC
ID	13947	Murina suilla	LC
ID	14138	Myotis adversus	LC
ID	14144	Myotis ater	LC
ID	85568289	Myotis borneoensis	DD
ID	14160	Myotis formosus	LC
ID	14164	Myotis hasseltii	LC
ID	14165	Myotis hermani	DD
ID	14166	Myotis horsfieldii	LC
ID	136770	Myotis moluccarum	LC
ID	85537578	Myotis muricola	LC
ID	14194	Myotis ridleyi	NT
ID	14203	Myotis siligorensis	LC
ID	14205	Myotis stalkeri	DD
ID	14560	Neopteryx frosti	EN
ID	14932	Nycteris javanica	VU
ID	14937	Nycteris tragata	NT
ID	14954	Nyctimene aello	LC
ID	14962	Nyctimene albiventer	LC
ID	14963	Nyctimene cephalotes	LC
ID	14964	Nyctimene certans	LC
ID	14955	Nyctimene cyclotis	DD
ID	14956	Nyctimene draconilla	DD
ID	136441	Nyctimene keasti	VU
ID	14960	Nyctimene minutus	VU
ID	15001	Nyctophilus bifax	LC
ID	15004	Nyctophilus gouldi	LC
ID	15005	Nyctophilus heran	DD
ID	15008	Nyctophilus microtis	LC
ID	15645	Otomops formosus	DD
ID	15647	Otomops johnstonei	DD
ID	16174	Paranyctimene raptor	LC
ID	136836	Paranyctimene tenax	LC
ID	16563	Penthetor lucasi	LC
ID	16981	Philetor brachypterus	LC
ID	10970	Phoniscus atrox	NT
ID	10976	Phoniscus jagorii	LC
ID	10982	Phoniscus papuensis	LC
ID	17326	Pipistrellus angulatus	LC
ID	17332	Pipistrellus ceylonicus	LC
ID	17334	Pipistrellus collinus	LC
ID	17342	Pipistrellus imbricatus	LC
ID	17344	Pipistrellus javanicus	LC
ID	17350	Pipistrellus minahassae	DD
ID	17355	Pipistrellus papuanus	LC
ID	17364	Pipistrellus stenopterus	LC
ID	17368	Pipistrellus tenuis	LC
ID	18715	Pteropus alecto	LC
ID	136504	Pteropus aruensis	CR
ID	18719	Pteropus caniceps	VU
ID	99688187	Pteropus chrysoproctus	VU
ID	18721	Pteropus conspicillatus	LC
ID	18727	Pteropus griseus	DD
ID	18729	Pteropus hypomelanus	LC
ID	136528	Pteropus keyensis	DD
ID	18733	Pteropus lombocensis	DD
ID	18735	Pteropus macrotis	LC
ID	18739	Pteropus melanopogon	EN
ID	18740	Pteropus melanotus	VU
ID	18742	Pteropus neohibernicus	LC
ID	18745	Pteropus ocularis	VU
ID	18747	Pteropus personatus	LC
ID	18750	Pteropus pohlei	VU
ID	18753	Pteropus pumilus	NT
ID	18760	Pteropus speciosus	DD
ID	18762	Pteropus temminckii	VU
ID	18766	Pteropus vampyrus	NT
ID	19520	Rhinolophus acuminatus	LC
ID	19522	Rhinolophus affinis	LC
ID	19525	Rhinolophus arcuatus	LC
ID	84372084	Rhinolophus belligerator	EN
ID	19527	Rhinolophus borneensis	LC
ID	19528	Rhinolophus canuti	VU
ID	19530	Rhinolophus celebensis	LC
ID	19535	Rhinolophus creaghi	LC
ID	84372418	Rhinolophus euryotis	LC
ID	19577	Rhinolophus keyensis	DD
ID	19547	Rhinolophus lepidus	LC
ID	19548	Rhinolophus luctus	LC
ID	19550	Rhinolophus macrotis	LC
ID	136410	Rhinolophus madurensis	VU
ID	19553	Rhinolophus megaphyllus	LC
ID	19556	Rhinolophus nereis	DD
ID	19560	Rhinolophus philippinensis	LC
ID	84372306	Rhinolophus proconsulis	EN
ID	85707059	Rhinolophus pusillus	LC
ID	19565	Rhinolophus sedulus	NT
ID	84383122	Rhinolophus stheno	LC
ID	84372447	Rhinolophus tatar	LC
ID	19574	Rhinolophus trifoliatus	LC
ID	19600	Rhinopoma microphyllum	LC
ID	19754	Rousettus amplexicaudatus	LC
ID	19749	Rousettus bidens	VU
ID	19755	Rousettus celebensis	LC
ID	19756	Rousettus leschenaultii	LC
ID	136593	Rousettus linduensis	DD
ID	19751	Rousettus spinalatus	VU
ID	19802	Saccolaimus saccolaimus	LC
ID	20065	Scotophilus celebensis	DD
ID	136612	Scotophilus collinus	LC
ID	20067	Scotophilus heathii	LC
ID	20068	Scotophilus kuhlii	LC
ID	14947	Scotorepens sanborni	LC
ID	21100	Styloctenium wallacei	NT
ID	21185	Syconycteris australis	LC
ID	21184	Syconycteris carolinae	VU
ID	21183	Syconycteris hobbit	LC
ID	21453	Taphozous achates	DD
ID	21459	Taphozous longimanus	LC
ID	21461	Taphozous melanopogon	LC
ID	21815	Thoopterus nigrescens	LC
ID	22577	Tylonycteris pachypus	LC
ID	22578	Tylonycteris robustula	LC
MM	41534	Arielulus circumdatus	LC
MM	2155	Aselliscus stoliczkanus	LC
MM	5074	Coelops frithii	NT
MM	5481	Craseonycteris thonglongyai	NT
MM	6103	Cynopterus brachyotis	LC
MM	6106	Cynopterus sphinx	LC
MM	7674	Emballonura monticola	LC
MM	7787	Eonycteris spelaea	LC
MM	85200202	Eptesicus pachyomus	LC
MM	7936	Eptesicus pachyotis	LC
MM	8168	Eudiscopus denticulus	LC
MM	81189973	Glischropus bucephalus	LC
MM	9248	Glischropus tylopus	LC
MM	9975	Hesperoptenus blanfordi	LC
MM	9978	Hesperoptenus tickelli	LC
MM	10110	Hipposideros armiger	LC
MM	10111	Hipposideros ater	LC
MM	10119	Hipposideros cineraceus	LC
MM	10128	Hipposideros diadema	LC
MM	136478	Hipposideros grandis	LC
MM	10142	Hipposideros lankadiva	LC
MM	10143	Hipposideros larvatus	LC
MM	10145	Hipposideros lylei	LC
MM	10154	Hipposideros pomona	LC
MM	17324	Hypsugo affinis	LC
MM	17327	Hypsugo anthonyi	DD
MM	17331	Hypsugo cadornae	LC
MM	85201719	Hypsugo dolichodon	DD
MM	17345	Hypsugo joffrei	DD
MM	17347	Hypsugo lophurus	DD
MM	10755	Ia io	LC
MM	10974	Kerivoula hardwickii	LC
MM	136240	Kerivoula kachinensis	LC
MM	10985	Kerivoula picta	LC
MM	136817	Kerivoula titania	LC
MM	12595	Macroglossus sobrinus	LC
MM	12938	Megaderma lyra	LC
MM	12939	Megaderma spasma	LC
MM	13566	Miniopterus magnater	LC
MM	13569	Miniopterus pusillus	LC
MM	13937	Murina aurata	LC
MM	13938	Murina cyclotis	LC
MM	99712630	Murina harrisoni	LC
MM	13942	Murina huttoni	LC
MM	84547975	Murina jaintiana	DD
MM	14152	Myotis chinensis	LC
MM	14164	Myotis hasseltii	LC
MM	14166	Myotis horsfieldii	LC
MM	14181	Myotis montivagus	LC
MM	85537578	Myotis muricola	LC
MM	14203	Myotis siligorensis	LC
MM	14920	Nyctalus noctula	LC
MM	14937	Nycteris tragata	NT
MM	10976	Phoniscus jagorii	LC
MM	17320	Pipistrellus abramus	LC
MM	17332	Pipistrellus ceylonicus	LC
MM	17335	Pipistrellus coromandra	LC
MM	17344	Pipistrellus javanicus	LC
MM	17356	Pipistrellus paterculus	LC
MM	17317	Pipistrellus pipistrellus	LC
MM	17360	Pipistrellus pulveratus	LC
MM	17368	Pipistrellus tenuis	LC
MM	18725	Pteropus giganteus	LC
MM	18729	Pteropus hypomelanus	LC
MM	136841	Pteropus intermedius	DD
MM	18766	Pteropus vampyrus	NT
MM	19520	Rhinolophus acuminatus	LC
MM	19522	Rhinolophus affinis	LC
MM	19532	Rhinolophus coelophyllus	LC
MM	19547	Rhinolophus lepidus	LC
MM	19548	Rhinolophus luctus	LC
MM	19550	Rhinolophus macrotis	LC
MM	19551	Rhinolophus malayanus	LC
MM	19552	Rhinolophus marshalli	LC
MM	84384558	Rhinolophus microglobosus	LC
MM	19559	Rhinolophus pearsonii	LC
MM	85707059	Rhinolophus pusillus	LC
MM	19566	Rhinolophus shameli	LC
MM	136631	Rhinolophus shortridgei	LC
MM	41529	Rhinolophus sinicus	LC
MM	19570	Rhinolophus subbadius	LC
MM	19573	Rhinolophus thomasi	LC
MM	19574	Rhinolophus trifoliatus	LC
MM	19576	Rhinolophus yunanensis	LC
MM	19600	Rhinopoma microphyllum	LC
MM	19754	Rousettus amplexicaudatus	LC
MM	19756	Rousettus leschenaultii	LC
MM	19802	Saccolaimus saccolaimus	LC
MM	20058	Scotomanes ornatus	LC
MM	20067	Scotophilus heathii	LC
MM	20068	Scotophilus kuhlii	LC
MM	20521	Sphaerias blanfordi	LC
MM	21311	Tadarida teniotis	LC
MM	21459	Taphozous longimanus	LC
MM	21461	Taphozous melanopogon	LC
MM	21462	Taphozous nudiventris	LC
MM	21465	Taphozous theobaldi	LC
MM	22577	Tylonycteris pachypus	LC
MM	22578	Tylonycteris robustula	LC
VU	2156	Aselliscus tricuspidatus	LC
VU	4309	Chaerephon bregullae	EN
VU	7669	Emballonura semicaudata	EN
VU	13562	Miniopterus australis	LC
VU	136579	Miniopterus macrocneme	LC
VU	13571	Miniopterus tristis	LC
VU	14876	Notopteris macdonaldi	VU
VU	18716	Pteropus anetianus	VU
VU	18724	Pteropus fundatus	EN
VU	18764	Pteropus tonganus	LC
WF	18764	Pteropus tonganus	LC
GU	7669	Emballonura semicaudata	EN
GU	18737	Pteropus mariannus	EN
GU	18763	Pteropus tokudae	EX
WS	7669	Emballonura semicaudata	EN
WS	18757	Pteropus samoensis	NT
WS	18764	Pteropus tonganus	LC
CX	136769	Pipistrellus murrayi	EX
CX	17368	Pipistrellus tenuis	LC
CX	18740	Pteropus melanotus	VU
CC	17368	Pipistrellus tenuis	LC
FJ	4309	Chaerephon bregullae	EN
FJ	7669	Emballonura semicaudata	EN
FJ	18655	Mirimiri acrodonta	CR
FJ	14876	Notopteris macdonaldi	VU
FJ	18757	Pteropus samoensis	NT
FJ	18764	Pteropus tonganus	LC
TO	7669	Emballonura semicaudata	EN
TO	18764	Pteropus tonganus	LC
NC	4420	Chalinolobus neocaledonicus	EN
NC	13562	Miniopterus australis	LC
NC	136579	Miniopterus macrocneme	LC
NC	13570	Miniopterus robustior	EN
NC	136519	Notopteris neocaledonica	EN
NC	136807	Nyctophilus nebulosus	CR
NC	18746	Pteropus ornatus	VU
NC	18764	Pteropus tonganus	LC
NC	18767	Pteropus vetulus	VU
NU	18764	Pteropus tonganus	LC
MP	7669	Emballonura semicaudata	EN
MP	18737	Pteropus mariannus	EN
PW	7669	Emballonura semicaudata	EN
PW	136387	Pteropus pelewensis ssp. pelewensis	NT
PW	18749	Pteropus pilosus	EX
VA	2553	Barbastella barbastellus	NT
VA	7911	Eptesicus serotinus	LC
VA	44856	Hypsugo savii	LC
VA	81633057	Miniopterus schreibersii	NT
VA	14124	Myotis blythii	LC
VA	14126	Myotis capaccinii	VU
VA	14133	Myotis myotis	LC
VA	14135	Myotis nattereri	LC
VA	14920	Nyctalus noctula	LC
VA	17314	Pipistrellus kuhlii	LC
VA	17316	Pipistrellus nathusii	LC
VA	17317	Pipistrellus pipistrellus	LC
VA	19516	Rhinolophus euryale	NT
VA	19518	Rhinolophus hipposideros	LC
VA	21311	Tadarida teniotis	LC
MT	7911	Eptesicus serotinus	LC
MT	81633057	Miniopterus schreibersii	NT
MT	14133	Myotis myotis	LC
MT	44864	Myotis punicus	DD
MT	14920	Nyctalus noctula	LC
MT	17314	Pipistrellus kuhlii	LC
MT	17317	Pipistrellus pipistrellus	LC
MT	17597	Plecotus austriacus	LC
MT	136473	Plecotus kolombatovici	LC
MT	19517	Rhinolophus ferrumequinum	LC
MT	19518	Rhinolophus hipposideros	LC
MT	21311	Tadarida teniotis	LC
MC	2553	Barbastella barbastellus	NT
MC	7911	Eptesicus serotinus	LC
MC	44856	Hypsugo savii	LC
MC	81633057	Miniopterus schreibersii	NT
MC	14123	Myotis bechsteinii	NT
MC	14124	Myotis blythii	LC
MC	14128	Myotis daubentonii	LC
MC	14129	Myotis emarginatus	LC
MC	14135	Myotis nattereri	LC
MC	14918	Nyctalus lasiopterus	VU
MC	14920	Nyctalus noctula	LC
MC	17314	Pipistrellus kuhlii	LC
MC	17316	Pipistrellus nathusii	LC
MC	17317	Pipistrellus pipistrellus	LC
MC	17596	Plecotus auritus	LC
MC	17597	Plecotus austriacus	LC
MC	19516	Rhinolophus euryale	NT
MC	19517	Rhinolophus ferrumequinum	LC
MC	19518	Rhinolophus hipposideros	LC
MC	21311	Tadarida teniotis	LC
PL	2553	Barbastella barbastellus	NT
PL	7910	Eptesicus nilssonii	LC
PL	7911	Eptesicus serotinus	LC
PL	14123	Myotis bechsteinii	NT
PL	14124	Myotis blythii	LC
PL	14125	Myotis brandtii	LC
PL	14127	Myotis dasycneme	NT
PL	14128	Myotis daubentonii	LC
PL	14129	Myotis emarginatus	LC
PL	14133	Myotis myotis	LC
PL	14134	Myotis mystacinus	LC
PL	14135	Myotis nattereri	LC
PL	14918	Nyctalus lasiopterus	VU
PL	14919	Nyctalus leisleri	LC
PL	14920	Nyctalus noctula	LC
PL	17316	Pipistrellus nathusii	LC
PL	17317	Pipistrellus pipistrellus	LC
PL	136649	Pipistrellus pygmaeus	LC
PL	17596	Plecotus auritus	LC
PL	17597	Plecotus austriacus	LC
PL	19517	Rhinolophus ferrumequinum	LC
PL	19518	Rhinolophus hipposideros	LC
PL	22947	Vespertilio murinus	LC
RO	2553	Barbastella barbastellus	NT
RO	7910	Eptesicus nilssonii	LC
RO	7911	Eptesicus serotinus	LC
RO	81633057	Miniopterus schreibersii	NT
RO	136680	Myotis alcathoe	DD
RO	136553	Myotis aurascens	LC
RO	14123	Myotis bechsteinii	NT
RO	14124	Myotis blythii	LC
RO	14125	Myotis brandtii	LC
RO	14126	Myotis capaccinii	VU
RO	14127	Myotis dasycneme	NT
RO	14128	Myotis daubentonii	LC
RO	14129	Myotis emarginatus	LC
RO	14133	Myotis myotis	LC
RO	14134	Myotis mystacinus	LC
RO	14135	Myotis nattereri	LC
RO	14918	Nyctalus lasiopterus	VU
RO	14919	Nyctalus leisleri	LC
RO	14920	Nyctalus noctula	LC
RO	17314	Pipistrellus kuhlii	LC
RO	17316	Pipistrellus nathusii	LC
RO	17317	Pipistrellus pipistrellus	LC
RO	136649	Pipistrellus pygmaeus	LC
RO	17596	Plecotus auritus	LC
RO	17597	Plecotus austriacus	LC
RO	19516	Rhinolophus euryale	NT
RO	19517	Rhinolophus ferrumequinum	LC
RO	19518	Rhinolophus hipposideros	LC
RO	19519	Rhinolophus mehelyi	VU
RO	22947	Vespertilio murinus	LC
SM	2553	Barbastella barbastellus	NT
SM	7911	Eptesicus serotinus	LC
SM	44856	Hypsugo savii	LC
SM	81633057	Miniopterus schreibersii	NT
SM	14123	Myotis bechsteinii	NT
SM	14124	Myotis blythii	LC
SM	14128	Myotis daubentonii	LC
SM	14129	Myotis emarginatus	LC
SM	14133	Myotis myotis	LC
SM	14135	Myotis nattereri	LC
SM	14920	Nyctalus noctula	LC
SM	17314	Pipistrellus kuhlii	LC
SM	17316	Pipistrellus nathusii	LC
SM	17317	Pipistrellus pipistrellus	LC
SM	17596	Plecotus auritus	LC
SM	17597	Plecotus austriacus	LC
SM	19516	Rhinolophus euryale	NT
SM	19517	Rhinolophus ferrumequinum	LC
SM	19518	Rhinolophus hipposideros	LC
SM	21311	Tadarida teniotis	LC
AL	7911	Eptesicus serotinus	LC
AL	44856	Hypsugo savii	LC
AL	81633057	Miniopterus schreibersii	NT
AL	136553	Myotis aurascens	LC
AL	14123	Myotis bechsteinii	NT
AL	14124	Myotis blythii	LC
AL	14125	Myotis brandtii	LC
AL	14126	Myotis capaccinii	VU
AL	14128	Myotis daubentonii	LC
AL	14129	Myotis emarginatus	LC
AL	14133	Myotis myotis	LC
AL	14135	Myotis nattereri	LC
AL	14919	Nyctalus leisleri	LC
AL	14920	Nyctalus noctula	LC
AL	17314	Pipistrellus kuhlii	LC
AL	17316	Pipistrellus nathusii	LC
AL	17317	Pipistrellus pipistrellus	LC
AL	17596	Plecotus auritus	LC
AL	17597	Plecotus austriacus	LC
AL	136473	Plecotus kolombatovici	LC
AL	136229	Plecotus macrobullaris	LC
AL	19515	Rhinolophus blasii	LC
AL	19516	Rhinolophus euryale	NT
AL	19517	Rhinolophus ferrumequinum	LC
AL	19518	Rhinolophus hipposideros	LC
AL	21311	Tadarida teniotis	LC
AL	22947	Vespertilio murinus	LC
LV	2553	Barbastella barbastellus	NT
LV	7910	Eptesicus nilssonii	LC
LV	7911	Eptesicus serotinus	LC
LV	14125	Myotis brandtii	LC
LV	14127	Myotis dasycneme	NT
LV	14128	Myotis daubentonii	LC
LV	14134	Myotis mystacinus	LC
LV	14135	Myotis nattereri	LC
LV	14919	Nyctalus leisleri	LC
LV	14920	Nyctalus noctula	LC
LV	17316	Pipistrellus nathusii	LC
LV	17317	Pipistrellus pipistrellus	LC
LV	136649	Pipistrellus pygmaeus	LC
LV	17596	Plecotus auritus	LC
LV	22947	Vespertilio murinus	LC
LI	2553	Barbastella barbastellus	NT
LI	7910	Eptesicus nilssonii	LC
LI	7911	Eptesicus serotinus	LC
LI	14123	Myotis bechsteinii	NT
LI	14125	Myotis brandtii	LC
LI	14128	Myotis daubentonii	LC
LI	14133	Myotis myotis	LC
LI	14134	Myotis mystacinus	LC
LI	14135	Myotis nattereri	LC
LI	14919	Nyctalus leisleri	LC
LI	14920	Nyctalus noctula	LC
LI	17316	Pipistrellus nathusii	LC
LI	17317	Pipistrellus pipistrellus	LC
LI	17596	Plecotus auritus	LC
LI	17597	Plecotus austriacus	LC
LI	136229	Plecotus macrobullaris	LC
LI	19517	Rhinolophus ferrumequinum	LC
LI	19518	Rhinolophus hipposideros	LC
LI	22947	Vespertilio murinus	LC
LT	2553	Barbastella barbastellus	NT
LT	7910	Eptesicus nilssonii	LC
LT	7911	Eptesicus serotinus	LC
LT	14125	Myotis brandtii	LC
LT	14127	Myotis dasycneme	NT
LT	14128	Myotis daubentonii	LC
LT	14133	Myotis myotis	LC
LT	14134	Myotis mystacinus	LC
LT	14135	Myotis nattereri	LC
LT	14919	Nyctalus leisleri	LC
LT	14920	Nyctalus noctula	LC
LT	17316	Pipistrellus nathusii	LC
LT	17317	Pipistrellus pipistrellus	LC
LT	136649	Pipistrellus pygmaeus	LC
LT	17596	Plecotus auritus	LC
LT	22947	Vespertilio murinus	LC
LU	2553	Barbastella barbastellus	NT
LU	7910	Eptesicus nilssonii	LC
LU	7911	Eptesicus serotinus	LC
LU	14125	Myotis brandtii	LC
LU	14127	Myotis dasycneme	NT
LU	14128	Myotis daubentonii	LC
LU	14129	Myotis emarginatus	LC
LU	14133	Myotis myotis	LC
LU	14134	Myotis mystacinus	LC
LU	14135	Myotis nattereri	LC
LU	14919	Nyctalus leisleri	LC
LU	14920	Nyctalus noctula	LC
LU	17316	Pipistrellus nathusii	LC
LU	17317	Pipistrellus pipistrellus	LC
LU	136649	Pipistrellus pygmaeus	LC
LU	17596	Plecotus auritus	LC
LU	17597	Plecotus austriacus	LC
LU	19517	Rhinolophus ferrumequinum	LC
LU	19518	Rhinolophus hipposideros	LC
LU	22947	Vespertilio murinus	LC
BE	2553	Barbastella barbastellus	NT
BE	7910	Eptesicus nilssonii	LC
BE	7911	Eptesicus serotinus	LC
BE	14123	Myotis bechsteinii	NT
BE	14125	Myotis brandtii	LC
BE	14127	Myotis dasycneme	NT
BE	14128	Myotis daubentonii	LC
BE	14129	Myotis emarginatus	LC
BE	14133	Myotis myotis	LC
BE	14134	Myotis mystacinus	LC
BE	14135	Myotis nattereri	LC
BE	14919	Nyctalus leisleri	LC
BE	14920	Nyctalus noctula	LC
BE	17316	Pipistrellus nathusii	LC
BE	17317	Pipistrellus pipistrellus	LC
BE	17596	Plecotus auritus	LC
BE	17597	Plecotus austriacus	LC
BE	19517	Rhinolophus ferrumequinum	LC
BE	19518	Rhinolophus hipposideros	LC
BE	22947	Vespertilio murinus	LC
BA	2553	Barbastella barbastellus	NT
BA	7911	Eptesicus serotinus	LC
BA	44856	Hypsugo savii	LC
BA	81633057	Miniopterus schreibersii	NT
BA	14123	Myotis bechsteinii	NT
BA	14124	Myotis blythii	LC
BA	14126	Myotis capaccinii	VU
BA	14129	Myotis emarginatus	LC
BA	14133	Myotis myotis	LC
BA	14134	Myotis mystacinus	LC
BA	14135	Myotis nattereri	LC
BA	14919	Nyctalus leisleri	LC
BA	14920	Nyctalus noctula	LC
BA	17314	Pipistrellus kuhlii	LC
BA	17316	Pipistrellus nathusii	LC
BA	17317	Pipistrellus pipistrellus	LC
BA	136649	Pipistrellus pygmaeus	LC
BA	17596	Plecotus auritus	LC
BA	17597	Plecotus austriacus	LC
BA	136229	Plecotus macrobullaris	LC
BA	19515	Rhinolophus blasii	LC
BA	19516	Rhinolophus euryale	NT
BA	19517	Rhinolophus ferrumequinum	LC
BA	19518	Rhinolophus hipposideros	LC
BA	19519	Rhinolophus mehelyi	VU
BA	21311	Tadarida teniotis	LC
BG	2553	Barbastella barbastellus	NT
BG	7910	Eptesicus nilssonii	LC
BG	7911	Eptesicus serotinus	LC
BG	44856	Hypsugo savii	LC
BG	81633057	Miniopterus schreibersii	NT
BG	136680	Myotis alcathoe	DD
BG	136553	Myotis aurascens	LC
BG	14123	Myotis bechsteinii	NT
BG	14124	Myotis blythii	LC
BG	14125	Myotis brandtii	LC
BG	14126	Myotis capaccinii	VU
BG	14127	Myotis dasycneme	NT
BG	14128	Myotis daubentonii	LC
BG	14129	Myotis emarginatus	LC
BG	14133	Myotis myotis	LC
BG	14134	Myotis mystacinus	LC
BG	14135	Myotis nattereri	LC
BG	14918	Nyctalus lasiopterus	VU
BG	14919	Nyctalus leisleri	LC
BG	14920	Nyctalus noctula	LC
BG	17314	Pipistrellus kuhlii	LC
BG	17316	Pipistrellus nathusii	LC
BG	17317	Pipistrellus pipistrellus	LC
BG	17596	Plecotus auritus	LC
BG	17597	Plecotus austriacus	LC
BG	19515	Rhinolophus blasii	LC
BG	19516	Rhinolophus euryale	NT
BG	19517	Rhinolophus ferrumequinum	LC
BG	19518	Rhinolophus hipposideros	LC
BG	19519	Rhinolophus mehelyi	VU
BG	21311	Tadarida teniotis	LC
BG	22947	Vespertilio murinus	LC
HR	2553	Barbastella barbastellus	NT
HR	7910	Eptesicus nilssonii	LC
HR	44856	Hypsugo savii	LC
HR	81633057	Miniopterus schreibersii	NT
HR	136553	Myotis aurascens	LC
HR	14123	Myotis bechsteinii	NT
HR	14124	Myotis blythii	LC
HR	14125	Myotis brandtii	LC
HR	14126	Myotis capaccinii	VU
HR	14128	Myotis daubentonii	LC
HR	14129	Myotis emarginatus	LC
HR	14133	Myotis myotis	LC
HR	14134	Myotis mystacinus	LC
HR	14135	Myotis nattereri	LC
HR	14918	Nyctalus lasiopterus	VU
HR	14919	Nyctalus leisleri	LC
HR	14920	Nyctalus noctula	LC
HR	17314	Pipistrellus kuhlii	LC
HR	17316	Pipistrellus nathusii	LC
HR	17317	Pipistrellus pipistrellus	LC
HR	136649	Pipistrellus pygmaeus	LC
HR	17596	Plecotus auritus	LC
HR	17597	Plecotus austriacus	LC
HR	136473	Plecotus kolombatovici	LC
HR	136229	Plecotus macrobullaris	LC
HR	19515	Rhinolophus blasii	LC
HR	19516	Rhinolophus euryale	NT
HR	19517	Rhinolophus ferrumequinum	LC
HR	19518	Rhinolophus hipposideros	LC
HR	19519	Rhinolophus mehelyi	VU
HR	21311	Tadarida teniotis	LC
HR	22947	Vespertilio murinus	LC
DK	2553	Barbastella barbastellus	NT
DK	7910	Eptesicus nilssonii	LC
DK	7911	Eptesicus serotinus	LC
DK	14123	Myotis bechsteinii	NT
DK	14125	Myotis brandtii	LC
DK	14127	Myotis dasycneme	NT
DK	14128	Myotis daubentonii	LC
DK	14134	Myotis mystacinus	LC
DK	14135	Myotis nattereri	LC
DK	14920	Nyctalus noctula	LC
DK	17316	Pipistrellus nathusii	LC
DK	17317	Pipistrellus pipistrellus	LC
DK	136649	Pipistrellus pygmaeus	LC
DK	17596	Plecotus auritus	LC
DK	22947	Vespertilio murinus	LC
EE	7910	Eptesicus nilssonii	LC
EE	14125	Myotis brandtii	LC
EE	14127	Myotis dasycneme	NT
EE	14128	Myotis daubentonii	LC
EE	14134	Myotis mystacinus	LC
EE	14135	Myotis nattereri	LC
EE	14920	Nyctalus noctula	LC
EE	17316	Pipistrellus nathusii	LC
EE	17317	Pipistrellus pipistrellus	LC
EE	136649	Pipistrellus pygmaeus	LC
EE	17596	Plecotus auritus	LC
EE	22947	Vespertilio murinus	LC
FI	7910	Eptesicus nilssonii	LC
FI	14125	Myotis brandtii	LC
FI	14127	Myotis dasycneme	NT
FI	14128	Myotis daubentonii	LC
FI	14134	Myotis mystacinus	LC
FI	14135	Myotis nattereri	LC
FI	14920	Nyctalus noctula	LC
FI	17316	Pipistrellus nathusii	LC
FI	17317	Pipistrellus pipistrellus	LC
FI	17596	Plecotus auritus	LC
FI	22947	Vespertilio murinus	LC
DE	2553	Barbastella barbastellus	NT
DE	7910	Eptesicus nilssonii	LC
DE	7911	Eptesicus serotinus	LC
DE	44856	Hypsugo savii	LC
DE	81633057	Miniopterus schreibersii	NT
DE	136680	Myotis alcathoe	DD
DE	14123	Myotis bechsteinii	NT
DE	14124	Myotis blythii	LC
DE	14125	Myotis brandtii	LC
DE	14127	Myotis dasycneme	NT
DE	14128	Myotis daubentonii	LC
DE	14129	Myotis emarginatus	LC
DE	14133	Myotis myotis	LC
DE	14134	Myotis mystacinus	LC
DE	14135	Myotis nattereri	LC
DE	14918	Nyctalus lasiopterus	VU
DE	14919	Nyctalus leisleri	LC
DE	14920	Nyctalus noctula	LC
DE	17314	Pipistrellus kuhlii	LC
DE	17316	Pipistrellus nathusii	LC
DE	17317	Pipistrellus pipistrellus	LC
DE	136649	Pipistrellus pygmaeus	LC
DE	17596	Plecotus auritus	LC
DE	17597	Plecotus austriacus	LC
DE	19517	Rhinolophus ferrumequinum	LC
DE	19518	Rhinolophus hipposideros	LC
DE	22947	Vespertilio murinus	LC
GI	85200107	Eptesicus isabellinus	LC
GI	7911	Eptesicus serotinus	LC
GI	81633057	Miniopterus schreibersii	NT
GI	14123	Myotis bechsteinii	NT
GI	14128	Myotis daubentonii	LC
GI	14133	Myotis myotis	LC
GI	14135	Myotis nattereri	LC
GI	17314	Pipistrellus kuhlii	LC
GI	17317	Pipistrellus pipistrellus	LC
GI	136649	Pipistrellus pygmaeus	LC
